titles,authors,informs
스타일,백영옥 저,"'첫 장면은 경쾌하지만, 마지막 장면에선 가슴이 먹먹해진다.' 1억 원 고료 제4회 세계문학상 수상작, 스타일~! ""체게바라의 혁명 정신도 스타벅스의 카페라떼처럼 테이크 아웃 할 수 있다고 믿는 이 시대에 혁명이란 몸 사이즈가 66에서 44로 줄어들 거나, 키가 160에서 170으로 늘어나는 일 뿐이다 (내용 中)"" 패션지 「A 매거진」 여기자 8년차인 이서정. 화려한 생활을 할 것 같지만 사실 새벽 3시에도 편집장의 ‘일 확인’ 문자가 날아오는 그야 말로 밤낮 없는 노다가 판에서 일하고 있는 그녀다. 어디 그뿐이랴, 7년 전 부모님이 주선해 나간 맞선자리에서 달랑 5분만에 박우진이란 남자에게 차인 이후, 연애 한번 못하고 서른 한살이란 나이를 먹은 그녀가 아니던가. 꾸물꾸물 우울하기만 한 그녀의 삶에도 과연 반짝 햇살이 내리쬐는 날이 과연 올까? 화려한 생활에 묻힌 그녀의 갑갑한 일상이 지금 도발한다."
[단편] 아버지,현기영 저,"제주의 4월, 그곳에는 ‘순이 삼촌’이 있다 현대사에 빛나는 거장 현기영의 문학인생 40년 탄탄한 구성과 서정적인 묘사가 어우러진 중후한 문체로 제주도 수난의 역사를 애정어린 시선으로 파고들면서 특히 ‘4․3사건’의 역사적 진실을 복원하는 데 집중해왔던 현기영의 중단편전집(전3권)이 출간되었다. 동아일보 신춘문예 등단작 「아버지」(1975)부터 계간 『창작과비평』에 발표하면서 문단에 큰 파장을 불러일으킨 ‘4․3소설’의 최고봉이자 ‘4․3사건’ 그 자체라고도 할 수 있는 「순이 삼촌」(1978), 단편소설의 백미인 「마지막 테우리」(1994)까지 모두 30편의 중단편 작품(마당극 「일식풀이」와 희곡 「변방에 우짖는 새」 포함)을 개정해 새로운 장정으로 선보인다. 비록 과작이기는 하나 빼어난 문학적 성취를 보여준 현기영 소설의 정수를 일목요연하게 맛볼 수 있는 이 전집은 작가의 등단 40주년을 기념하는 동시에 그의 작품을 새롭게 조명하는 것이다. 역사에 대한 깊은 성찰과 인간에 대한 애정이 녹아든 명편들은 여전히 변함없는 감동을 자아내며 작가의 강직하고 사려깊은 문학적 삶은 묵직한 울림으로 다가온다. 첫째권 『순이 삼촌』에는 표제작을 비롯하여 10편의 소설이 실려 있다. 이중에서 오랫동안 금기시했던 ‘4ㆍ3사건’을 최초로 세상에 알린 「순이 삼촌」, ‘그날’의 처절한 현장을 역사적 현재의 수법으로 절실하게 재현해낸 「도령마루의 까마귀」, ‘4ㆍ3사건’의 비극을 과거의 역사가 아니라 현재적 사건으로 부각시킨 「해룡이야기」 등 초기 3부작이 돋보인다. ‘폭도’에 가담한 아버지를 둔 소년의 불안한 심리를 묘사한 등단작 「아버지」 역시 ‘4․3사건’과 맞닿아 있다. 특히 대표작 「순이 삼촌」은 학살 현장에서 기적적으로 살아났으나 환청과 신경쇠약에 시달리다가 결국은 자살하고 마는 ‘순이 삼촌’의 삶을 되짚어가는 과정을 통해 30년 동안 철저하게 은폐된 진실을 생생히 파헤친 문제작으로, 한국 현대사와 문학사에서 길이 남을 작품으로 꼽힐 만하다. 이밖에 지식인의 고뇌와 개인의 무력감을 섬세하게 그린 「아내와 개오동」, 소시민의식을 역설적으로 비판한 「동냥꾼」 등은 작가의 사회의식이 잘 드러나 있으며, 개인의 의식세계를 미학적으로 파헤친 「꽃샘바람」 「초혼굿」 「겨울 앞에서」 등에서는 초기 소설의 경향을 엿볼 수 있다. 조선시대 지배계급의 부정부패를 통렬하게 풍자한 「소드방놀이」는 탁월한 상상력과 상징성으로 오늘의 세태를 정곡으로 찌른다."
돌멩이,김혜진 저,"어른들은 자신들의 아이들에게 착한 사람이 되라고 끊임없이 가르친다. 하지만 그러면서도 공부를 제일 잘하는 아이가 되길 바란다. 돌멩이는 학교 폭력에 희생된 한 가족의 이야기다. 그렇다고 신랄한 고발을 위해 쓰인 것은 아니다. 시시한 장난일 뿐인 그들의 주먹질이 누군가의 영혼을 붕괴시키고, 나만 아니면 된다는 차가운 외면이 누군가의 일상을 지옥으로 만들고 있는 오늘의 우리의 모습을 담담하게, 또는 절절하게 그리고 있을 뿐이다. 그래서 더욱 괴롭다. 돌멩이는 내 아이의 이야기이자, 나의 이야기 이다. 바로 우리 모두가 주인공인 것이다."
장마 - 일본 중단편 고전문학,구사카 요코 저,"엄선한 일본 근현대 중단편 문학의 정수! ― 열 번째 이야기 여자 다자이 오사무, 환상의 작가라 불리는, 구사카 요코의 데뷔작. 젊은 나이에 미망인이 된 여성의 고뇌를 생생하게 그린 작품."
인생은 회전목마,오 헨리 저,치안 판사의 사무실에 소달구지를 타고서 산에 사는 부부가 나타납니다. 이혼 판결을 받기 위해서였죠. 오 헨리의 단편 걸작
정은표가 읽는 올더스 헉슬리의 어린 아르키메데스,올더스 헉슬리 저,어린 아르키메데스 (Young Archimedes) “유레카”라는 말로도 유명한 고대 그리스의 수학자 아르키메데스. 이 소설은 그 아르키메데스와 같은 수학 천재에 관한 이야기다. 화자인 영국인은 인간들 사이엔 엄청난 차이가 있으며 천재만이 진정한 인간이라는 천재론을 펼치고 다닌다. 전문적인 음악 이야기나 피타고라스 정리의 증명 과정이 상세히 등장하는 이 작품은 작품 곳곳에서 올더스 헉슬리의 대표작 ≪멋진 신세계≫를 예비하는 요소들이 엿보인다.
겨울이야기(요약),원작 : 윌리엄 셰익스피어 / 요약 : 북코스모스 저,셰익스피어의 [겨울이야기] 요약본 글 : 북코스모스 음원 : (주)와미디어
[단편] 책,성석제 저,"흥겨운 입심과 날렵한 필치, 정교한 구성으로 ‘성석제식 문체’를 일궈가는 중견소설가 성석제씨의 새 소설집은 제2회 이효석문학상 수상작인 「황만근은 이렇게 말했다」를 포함, 2년여 동안 발표한 일곱편의 중&#8226;단편으로 구성되어 있다. 작가는 이번 소설집에서 세상의 공식적인 길에서 한치 비껴난 예외적인 인물들의 생에 주목함으로써 기성의 통념과 가치를 돌아보는 독특한 감동을 선사한다. 작가는 현실에 널린 대상을 포착해 그것을 묘사하는 고전적인 방식이 아니라, 현실의 세목을 하나하나 수집하고 분해한 뒤 거대한 거짓말의 세계로 끌어들여 정교하게 재구성함으로써 기존의 소설문법을 유쾌하게 뒤집어 보이고 있다. 이렇게 해서 탄생한 예외적 인물들, “순수한 개성”의 소유자들로 해서 그의 소설은 “국가&#8226;계급&#8226;계층&#8226;가문 등 전체성적 의미항을 중시하는 우리의 오랜 소설전통과, 나아가서는 한국사회와 근본적으로 맞서 있다”(정호웅)는 평가를 낳게 되는 것이다."
박호산이 읽는 김영현의 깊은 강은 멀리 흐른다,김영현 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪깊은 강은 멀리 흐른다≫는 1984년 ≪창작과비평≫에 발표된 김영현의 등단작이다. 아버지와 어머니를 달리 둔 두 형제가 갈등을 겪고 형제애를 확인하는 과정을 통해 우리 과거사가 남긴 상처를 드러내고 그 치유를 모색한다."
잔향,컬툰스토리 저,"18살 가을, 선선한 바람과 함께 친구인 혜진의 죽음이 선경의 인생을 바꿔놓았다. 혜진의 옛 연인 정민은 혜진의 죽음과 함께 실종됐고, 6년이 지난 후, 선경이 일하는 속옷매장에 어딘가 낯이 익은 남자가 찾아온다. 그 남자의 이름은 민준. 둘은 예고된 듯 사랑에 빠졌지만, 알고 보니 그에게도 숨은 사연이 있었다."
김진태가 읽는 천승세의 포대령,천승세 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪포대령≫은 스스로 “50년대 작가”라고 강조하던 전후작가 천승세의 대표작 중 하나다. 1968년 ≪세대≫ 63호에 발표됐다. 포병부대 연대장 출신 퇴역 장교 ‘김달봉’의 비극적 삶에 주목함으로써 기억 저편으로 내몰린 인간의 절규에 귀를 기울인다. 포대령의 존재는 아직 치유되지 않은 전쟁의 상흔과 광기를 은유한다."
이완의 자세,김유담 저,"2020년 신동엽문학상 수상작가 김유담의 신작 소설. 여탕에서 사람들의 때를 밀어주며 밥벌이를 하는 세신사 엄마와, 여탕에서 자랐지만 무용가로 성공하여 여탕을 탈출할 꿈을 꾸는 딸의 이야기가 유쾌하면서도 따뜻한 필치로 그려진다."
피터팬,제임스 배리 저,"제임스 매튜 배리의 동화 영원히 자라지 않는 소년 피터 팬의 이야기 피터 팬의 작가 제임스 매튜 배리는 스코틀랜드 출신으로, 신문기자이자 영국의 작가이다. 1902년 발표한 자신의 작품 ‘작은 흰 새(The Little White Bird)’의 이야기를 바탕으로, 1904년 5막의 크리스마스 아동극으로 상연한 것이 ‘피터 팬’이다. 이후 ‘켄싱턴 공원의 피터 팬’과 ‘피터와 웬디’라는 소설로도 출간했다. 네버랜드는 영원히 어른이 되지 않는 나라이다. 그곳에는 어렸을 적 부모님을 잃은 아이들이 있고, 피터 팬도 그중 한 명이다. 어느 날 피터 팬은 달링 부부의 집에 들어갔다가 그 집의 개에게 그림자를 빼앗기고, 이를 되찾기 위해 요정 팅커벨과 함께 다시 그곳을 찾는다. 달링 부부의 딸 웬디 덕분에 그림자를 찾게 된 피터 팬은 웬디에게 네버랜드를 소개하며, 그곳에 사는 아이들의 엄마가 될 것을 부탁한다. 그렇게 피터 팬, 팅커벨, 웬디, 그리고 웬디의 두 동생 마이클과 존은 네버랜드로의 여행을 시작하게 된다. 런던의 켄싱턴 공원에는 1912년 피터 팬의 입상이 건립되기도 했으며, 이후 1924년 피터 팬은 하버드 블레 감독에 의해 영화로 만들어지면서 1953년 월트 디즈니의 컬러 애니메이션으로 전 세계 어린이들의 사랑을 받았다."
비밀의 정원 - 세계 미스터리 고전문학,길버트 키스 체스터턴 저,세계 유명 작가들의 미스터리 고전을 엄선하여 소개하는 시리즈의 마흔여섯 번째 작품! 유럽 전역에 이름이 널리 알려진 민완형사 아리스티드 발랑탱 밖으로 통하는 문이 전혀 없는 그의 집 정원에서 끔찍한 살인사건이 일어난다 피해자는 정원으로 어떻게 들어온 것일까? 또 그를 살해한 범인은?
소설 부산,곽재식 외 6인 저,"《소설 부산》은 도시테마소설 시리즈 ‘누벨바그’의 네 번째 앤솔러지로, 세계 여러 도시와 작가들과의 만남을 통해 지역과 문화, 사람이 어우러지는 장을 만들고자 아르띠잔이 기획하였다. KTX 고속철도가 놓이고 부산은 서울에서 두 시간이면 도달할 수 있는 곳이 되었다. 부산은 그렇게 언제든 마음만 먹으면 갈 수 있는 곳이지만, 또 굳이 특별한 일정 없이 가기에는 심적으로 부담스러운 곳이기도 하다. 그래서 특별히 휴가를 즐기거나 부산영화제 등의 행사가 있을 때나 찾게 된다. 알록달록 형형색색의 집들이 빼곡히 산을 채우고 있는 감천문화마을, 해마다 세계 영화인들이 찾는 남포동 거리, 이제는 번쩍이는 초고층 아파트와 호화로운 호텔들로 가득 찬 해운대, 서핑의 메카가 된 송정 등 대한민국 동남단에 위치한 두 번째로 큰 도시인 동시에 휴가지이기도 한 묘한 매력이 있는 곳이 바로 부산이다. 이런 공간에서 추억 한두 개 쯤 쌓지 않은 사람은 없을 것이다. 그래서 우리의 젊은 작가들이 저마다의 추억과 이야기를 들려주기 위해 《소설 부산》을 기획하게 되었다.높은 산이 바다 앞까지 뻗어 있는 형세가 가마솥을 닮았다 하여 붙여진 이름 부산釜山. 이 가마솥에 곽재식 송재현 목혜원 김경희 백이원 임회숙 김이은 작가가 쨍하게 햇빛 쏟아져 내리는 부산에서의 추억과 공간을 다양한 맛과 색깔의 이야기들로 맛깔나게 끓여놓았다. 지난날의 아련한 기쁨과 슬픔을 마주할 준비가 되었다면 칸칸마다 사연을 실은 부산행 기차에 탑승해 진하게 우려낸 이야기를 음미해보길 바란다."
한 포물선이 다른 포물선에게,박정애 저,"1998년 등단해 2001년 한겨레문학상을 받고, 소설부터 동화에 이르기까지 다양한 연령대를 아우르며 자신만의 스토리텔링을 선보인 소설가 박정애의 가족소설. 오늘의 한국 사회를 살아가는 지극히 평범하면서도 리얼한 가족 이야기이다. 40대 중반의 맞벌이 부부, 매사에 느리고 뒤처지는 아들내미와 반대로 야무진 딸내미로 구성된 한 중산층 가족의 치열한 삶을 각자의 자리에서 그려낸 이 책은 부모와 자식의 관계에 존재하는 사랑과 책임, 의무라는 이름으로 서로를 짓누르는 건 아닌지, 본질적으로는 독립된 자아로서의 각자 삶을 서로 이해하지 못하는 건 아닌지 생각해보게 한다. 말이 빠르고 몸도 재바른 11살 딸내미 민지는 욕심이 많은 만큼 다부지게 노력한다. 그래서 키우기도 편하다. 15살 민수는 느린 것은 둘째 치고 정보 해독을 잘 못해 엉뚱한 반응을 보이기도 하고 감도가 떨어진다. 공부도 잘 못하고 친구들한테 무시당하기 일쑤다. 하위권에서 맴도는 성적과 순탄치 않은 교우 관계 때문에 엄청 고민하기도 하지만 집이나 학교에서 큰 말썽을 부리는 법은 없다. 예민하고 우울한 모범생 소녀였던 정란은 한때 시인을 꿈꿨으나 지금은 민수와 민지의 엄마이자 가끔 '멍 때리는 병'이 있는 국어 교사이다. 게으름을 적대시한 아버지 밑에서 억압받으며 자라 늘 성실하고 노력하는 것만이 최선이라 여기는 회사원 영규는 그야말로 전형적인 대한민국 가장이다. 정란네 가족의 갈등과 불안의 근원은 바로 아들 민수인데…. * 이 오디오북은 한국출판문화산업진흥원(KPIPA)의 ‘2020년 오디오북 제작 지원’ 사업 선정작입니다 ."
첫사랑,이반 투르게네프 저,"첫사랑 - 누구도 피할 수 없는 사랑의 행복과 상처에 관한 이야기 톨스토이, 도스토예프스키와 함께 러시아 문학의 3대 거장으로 손꼽히는 투르게네프의 대표작. 등장인물들의 탁월한 심리 및 성격 묘사가 돋보이는 작품. 열여덟살의 주인공 블라디미르는 이웃에 사는 가난한 공작 부인의 딸 스물세 살의 지나이다에게 홀딱 반한다. 지나이다는 개성이 강하고 적극적인 처녀로 자신을 숭배하는 뭇 남성들을 휘어잡아 자신에게 복종하도록 한다. 블라디미르는 그녀 마음에 들고자 온갖 노력을 기울이지만 그녀는 그를 사랑하지 않는다. 어느 날 그는 그녀가 사랑하는 사람이 사실을 알고 큰 충격을 받게 되는데… 사랑은 불가항력적이고 맹목적인 힘으로 사람을 지배하고 사람에게 행복보다는 깊은 상처를 남기지만 그 누구도 독을 지닌 사랑의 행복과 그 상처를 피할 수가 없다, 사랑은 우연하고도 찰나적이며 인간의 정신적 육체적 성숙 과정에 영원한 영향을 준다는 그의 철학은 작품의 밑바탕을 이룬다. 더불어 모든 면에서 주변 사람들을 압도하고 뭇 남성들을 지배하면서도 한 남자에게 지배당하는 여인, 정열적이고 모순적인 지나이다의 형상이 여성 심리 묘사의 달인 투르게네프의 섬세한 펜 끝에서 생생한 빛을 발하고 있다. 사랑을 위해 4미터 담장 위에서 뛰어내리는 블라디미르의 무모함, 남자다움을 보여주기 위한 어처구니없는 행동, 나이프를 들고 깜깜한 정원에서 연적을 기다리는 블라디미르의 심리 역시 더할 나위 없이 섬세하게 그려진다. ""내 아들아, 여인의 사랑을 두려워해라. 그 행복, 그 독을 두려워해라."""
치타 소녀와 좀비 소년,김영리 저,"이 오디오북은 한국출판문화산업진흥원의 2022년 오디오북 제작 지원 사업 선정작입니다. 뺑소니범의 아들과 살인자의 딸, 우리는 지금 평범해지고 있는 중입니다. 교통사고로 오른쪽 다리를 잃은 후 치타 풋을 차고 달리는 수리, 파란 집 사건으로 아빠와 동생을 잃고 노숙자가 된 태범. 집안을 결딴낸 살인자의 가족을 찾아 복수하려던 태범은 자해로 몸과 마음이 죄다 망가져 버린 수리와 맞닥뜨린다. 다른 사람의 사정이나 고통 따위에는 관심도 없던 두 아이는 데칼코마니처럼 닮은 서로의 상처에 자꾸만 마음이 쓰이는데……. 지독하게 아프고 끔찍하게 슬픈 오늘을 견디면서 우리는 다시 세상으로 돌아가고 있습니다. 삶을 삼켜 버린 비극에서 벗어나 평범한 일상을 회복하는 과정 우리의 삶은 대체로 크고 작은 희로애락으로 희비 곡선을 그리며 ‘평범’이라는 궤도 위를 맴돈다. 엄청난 비극이나 대단한 행운은 남 얘기일 때가 많다. 그렇다고 안심하긴 이르다. 때로 삶은 우리의 상상을 훌쩍 뛰어넘어 뜻밖의 풍경을 펼쳐 보이기도 하니까. 실제 삶에서 소설이나 영화보다 더욱 잔혹하거나 거짓말 같은 일이 비일비재하게 일어난다는 것을 우리는 이미 알고 있다. 소설이 삶을 압도하는 비극이나 절망을 그리는 것은 안온한 일상과 인간이라는 존재가 얼마나 나약한지를 환기시키고, 그런 상황에 놓였을 때 어떤 선택을 할 것이냐는 질문을 단도직입적으로 던지기 위함인지도 모른다. 일상 속에서 비일상을 맞닥뜨렸을 때 우리의 세계에는 균열이 생기고, 그 자리에서 중요한 의미가 발견되니까. 《치타 소녀와 좀비 소년》은 이처럼 삶을 삼켜 버린 비극에 맞닥뜨린 인간이 일상을 회복해 나가는 과정을 치열하게 써 내려간 작품이다. 2012년 푸른문학상 ‘미래의 작가상’을 수상한 김영리 작가가 오랜만에 선보이는 두 번째 청소년 소설로, 교통사고와 그로 인한 보복 살인이라는 사건으로 얽힌 두 아이가 과거의 상처에서 벗어나 평범한 현재의 삶으로 돌아오는 과정을 속도감 있게 그렸다. 김영리 작가는 ‘기면증’ 환자 안용하와 그의 가족이 게스트하우스를 사수하기 위해 펼치는 소동을 재기 발랄하게 그린 《나는 랄라랜드로 간다》를 통해 웃픈 현실과 절망의 릴레이 속에서도 기죽지 않는 청춘의 발칙한 맨얼굴을 경쾌하게 그린 바 있다. 해체된 가족의 건강한 복원, 타인과의 스스럼없는 연대를 통해 일구어 내는 일상의 기적에 대한 작가의 관심은 이번 작품에서도 유효할 뿐만 아니라 더욱 깊어진 통찰력과 잘 벼려진 문장으로 형상화되었다. 교통사고로 인한 장애, 가정폭력, 가출, 노숙자, 달리기 등 다양한 소재와 여러 겹의 감정이 켜켜이 쌓여 있는 이야기는 지독하게 아프고 끔찍하게 슬픈 시간을 다루고 있음에도 불구하고, 작가 특유의 유쾌한 어법과 희망을 가리키는 방향성 덕분에 마냥 어둡지만은 않다. 하드보일드한 일상을 보내면서도 자기 내면과 타인의 상처에서 눈 돌리지 않는 올곧은 두 아이가 ‘평범해지기’라는 꿈을 위해 고군분투하는 모습은 독자들에게 자신의 삶을 되돌아보는 소중한 기회를 전한다."
옆에 앉아서 좀 울어도 돼요?,구효서 저,"이 오디오북은 한국출판문화산업진흥원(KPIPA)의 ‘2021년 오디오북 제작 지원 사업' 선정작입니다. “슬픈 사람이 더 슬픈 사람 안아줄게” 이상문학상, 대산문학상, 동인문학상 수상 작가 구효서 4년 만의 신작! 고단한 시간을 달래고 잃어버린 삶의 입맛을 되찾아줄 마법 같은 소설 다양한 스펙트럼과 선 굵은 필체를 통해 탄탄한 주제의식은 물론 서정성과 짙은 감동을 선사하며 평단과 독자의 호평을 받아온 구효서 작가가 4년 만에 신작 장편소설 『옆에 앉아서 좀 울어도 돼요?』를 출간한다. 도라지꽃 피는 계절, 강원도 평창의 한 펜션에서 생의 기운이 가득한 음식을 함께 나누며 각자의 길을 찾아가는 인물들의 가슴 먹먹한 여정을 담은 이 소설은, 구효서 작가의 ‘슬로 & 로컬 라이프’ 소설문학의 첫 시작을 알리는 작품으로서 그 의미가 깊다. 이 작품은 작가의 단편소설 「도라지꽃 누님」과 「저녁이 아름다운 집」을 씨앗으로, 인물들을 새롭게 창조하고 이야기 세계를 더 넓고 깊게 확장하며 오랫동안 발아시킨 작품이다. 작가는 서울과 같은 대도시가 아닌 지방을 배경으로, 음식과 꽃나무를 매개로 하는 경장편 작품들을 꾸준히 써낼 것임을 밝힌 바 있다. ‘대단한 이야기는 아니지만’ 찐한 인생의 사연들과 의미를 경쾌하고 맛있게 차려냄으로써 독자들이 일상의 긴장을 내려놓고 함께 울고 웃을 수 있는 작은 행복을 전하고자 한다. 『옆에 앉아서 좀 울어도 돼요?』는 슬픔과 아픔으로 마음이 답답하더라도 한입에 그 속을 스르르 풀어주는, 매운맛과 단맛의 조화 같은 소설이다. 책을 펼치는 순간 마치 복잡한 도시와 일상을 벗어나 그곳에 가 있는 듯한 생생함 속에 뜻밖의 다정한 위로를 만날 수 있을 것이다."
