titles,authors,informs
운수 좋은 날,현진건 저,"1924년 6월 ""개벽""에 발표된 단편소설로, 김첨지라는 인력거꾼의 하루 동안의 일과와 그 아내의 비참한 죽음을 통해 일제 식민지 치하 하층 노동자의 궁핍한 생활상과 기구한 운명을 보여준 작품"
정글북,러디어드 키플링 저,"""최연소 노벨 문학상 수상 작가, 러디어드 키플링의 대표작! 아름다운 우정과 넉넉한 사랑을 보여 주는 정글 속 동물들과 늑대소년의 진한 교감 《정글 북》은 인도 뭄바이에서 태어난 영국 작가 러디어드 키플링의 대표작으로 인도의 정글에서 늑대 무리에 끼어 자란 ‘늑대소년’의 이야기를 다루고 있다. 정글에서 자란 모글리는 문명의 혜택을 받지 못하지만 늑대 가족과 곰 발루 그리고 표범 바기라에게 큰 사랑을 받으며 정글의 규칙을 익혀 간다. 하지만 갈수록 인간에 대한 그리움이 짙어져 결국 인간 세상에 발을 내딛는데……. 1894년에 출간되어 탄생한 지 100년이 훌쩍 지난 오늘날까지 영화와 애니메이션 등으로 재탄생되며 사람들의 지속적인 사랑을 받고 있다. 이처럼 《정글 북》이 오래도록 사랑받을 수 있었던 것은 자연에 대한 묘사가 뛰어나고 인간이 가진 덕목이 무엇인가를 깊이 성찰하고 있기 때문이다. 《정글 북》의 주인공 모글리는 문명의 혜택을 전혀 받지 못하고 자라난 인도의 소년이다. 아기 시절에 호랑이에게 잡혀가 늑대들 틈에서 자란 모글리는 사람의 규칙이 아닌 정글 즉 자연의 규칙을 따라 살아간다. 동물보다 약하고 특별한 무기를 갖추지도 못한 모글리가 정글 속에서 무사히 살아갈 수 있었던 것은 아기였던 모글리를 키워 준 늑대 부모와 모글리를 늑대 무리로 받아준 무리의 지도자 아켈라, 정글의 규칙을 가르쳐 준 곰 발루, 발루와 함께 모글리의 든든한 지원군이 되어 준 표범 바기라의 넉넉한 사랑 덕분이다. 동물들의 사랑과 인간 특유의 슬기와 지혜를 바탕으로 모글리는 정글 속 그 어떤 동물보다 훌륭하게 자라난다. 그리고 그 과정에서 인간의 눈에는 거칠고 사납게만 보이던 동물들의 세계에 사람 못지않은 아름다운 우정과 올바른 마음이 있다는 것을 알려 준다. 인간인 모글리가 언제까지나 정글 속에서 살 수는 없는 법이다. 모글리는 마을로 내려와 인간들과 함께 살아가는 법을 배우려 노력한다. 하지만 모글리를 위협적인 존재로 느끼는 사람들이 결국 모글리를 따돌리고 내쫓는다. 정글의 친구들은 상처받고 돌아온 모글리를 다시 품에 안아주며 정글의 일원으로 받아 준다. 결국 모글리는 다시 인간과 함께 사는 삶을 찾아가지만, 작가는 문명과 멀리 떨어진 정글이야말로 인간이 저지르는 어리석은 잘못과 파괴적인 행동을 바로잡아 줄 유일한 세계임을 보여 준다."""
산,이효석 저,이효석의 [산]은 '자연에의 동화'라는 이효석 소설의 특징을 잘 보여주고 있다. 이효석은 자연과 교감하고 이에 만족하며 생활하는 인물을 서정적인 문체로 잘 묘사하고 있다. 주인공 중실은 김 영감네 집에서 머슴살이를 한 지 7년 만에 쫓겨 나온다. 김 영감의 등글개첩을 건드렸다는 오해 때문이다. 갈 곳이 없는 그는 빈 지게를 지고 산으로 들어가는데… 오디오북 [산]을 통해 이효석의 감칠맛 나는 문체와 풍부한 묘사력을 감상해보자.
[단편] 알로하,윤고은 저,"대산대학문학상, 한겨레문학상을 수상하며 차세대 주목받는 젊은 작가로 떠오른 윤고은의 두번째 소설집 『알로하』가 출간되었다. 제12회 이효석문학상 수상작인 「해마, 날다」를 비롯, 윤고은의 재기발랄한 상상력과 절박한 세계인식이 절묘하게 어우러진 아홉편의 작품을 실었다. 인성에 대한 자본의 공격이 첨예화된 사회, 그 안에서 소멸되지 않기 위해 고투하는 인물에 대한 묘사는 한층 세련되고 깊어진 윤고은의 통찰력에 전적인 신뢰감을 안겨준다."
연탄 두 장의 행복,이재욱 저,"[본 오디오북은 '요약본'입니다.] 現 부천작가회의 회장이자 수주문학상 운영위원 ‘이재욱’ 소설가의 단편집 우리 사회의 어두운 민낯을 소설로 생생히 그려내다! 현재 부천작가회의 회장이자 수주문학상 운영위원으로 활동 중인 이재욱 소설가의『연탄 두 장의 행복』. 노년층, 이혼녀, 불법체류 외국인 등이 우리 사회에서 겪는 참담한 현실을 생생히 전한다. 제목과는 완전히 다른, 섬뜩한 결말을 담고 있는 「연탄 두 장의 행복」을 필두로 총 아홉 편의 단편소설들이 환희와 슬픔, 불행과 행복을 그려내고 있다."
광야 - 일본 중단편 고전문학,호리 다쓰오 저,엄선한 일본 근현대 중단편 문학의 정수! ― 아홉 번째 이야기 일본 예술파를 대표하는 작가 호리 다쓰오 지금과는 다른 결혼 풍습이 빚어내는 부부의 애절한 마음을 그린 작품 지성과 서정이 유합된 산문예술의 극치.
하린,민영기 저,"[본 오디오북은 '요약본'입니다.] “명문가 가문이 하린의 운명이라면, 하린은 나의 운명이었소…” 충정공 민영환 선생의 증손녀 민명기 작가의 첫 장편소설 시대의 격변 속 고난의 삶을 헤쳐나간 한 명문가 종부의 운명적 사랑과 여정 충정공 민영환 선생의 증손녀 민명기 작가의 첫 장편소설 『하린』이 출간됐다. 고종황제의 외가이며 명성황후의 집안이기도 한 여흥 민씨의 가계에서 태어난 민명기 작가는, 어릴 적 집안 어른들로부터 들은 많은 이야기들을 소설로 옮기고 싶은 꿈을 가지고 있었다. 장편소설 『하린』 그 첫 번째 작품이다. 이 작품은 민명기 작가가 직접 겪은 삶을, 오래 품고 있었던 자신의 이야기를 한 땀 한 땀 정성을 들여 재구성한 것이다. 이 소설에서 ‘여름 기린’이라는 이름을 가진 ‘하린(夏麟)’은 명문가 가문의 종부로서 운명을 거역하지 못하고 사랑의 인연마저 제 스스로 허락하지 않는데, 마치 내 어머니, 우리 시대의 모든 어머니의 모습처럼 안타까운 시선이 작가의 문장마다 녹아 있다. 민명기 작가는 “일제강점기에 태어나 해방과 육이오 전쟁이라는 시대의 격변 앞에 속수무책으로 내던져진 여인들. 왕조의 몰락과 양반계급의 붕괴, 가혹한 전쟁과 함께 밀어닥친 변화의 물결은 사람들의 삶의 뿌리를 송두리째 흔들어놓았으니, 특히 몰락한 왕가와 인연이 깊었던 가문의 여인들의 삶은 더욱 가혹한 것이었다. 그 여인들의 삶의 모습을 그들의 언어로 그려보고 싶었다.”고 밝히고 있다. 고종황제의 마지막 아내, 그러나 고종황제의 얼굴조차 보지 못한 여인이 있다. 명성황후의 집안이지만 나라와 함께 몰락한 양반가가 있다. 이야기는 역사에서 나와 한 여인의 삶이 된다. 소녀였다가 어머니였다가 마침내 여인이 되는 삶. 그 삶이 풀어낸 지나간 시대. ‘하린’이라는 이름을 불러본다. 마치 내 어머니, 모든 어머니들의 이름을 불러보듯…"
[단편] 해룡 이야기,현기영 저,"제주의 4월, 그곳에는 ‘순이 삼촌’이 있다 현대사에 빛나는 거장 현기영의 문학인생 40년 탄탄한 구성과 서정적인 묘사가 어우러진 중후한 문체로 제주도 수난의 역사를 애정어린 시선으로 파고들면서 특히 ‘4․3사건’의 역사적 진실을 복원하는 데 집중해왔던 현기영의 중단편전집(전3권)이 출간되었다. 동아일보 신춘문예 등단작 「아버지」(1975)부터 계간 『창작과비평』에 발표하면서 문단에 큰 파장을 불러일으킨 ‘4․3소설’의 최고봉이자 ‘4․3사건’ 그 자체라고도 할 수 있는 「순이 삼촌」(1978), 단편소설의 백미인 「마지막 테우리」(1994)까지 모두 30편의 중단편 작품(마당극 「일식풀이」와 희곡 「변방에 우짖는 새」 포함)을 개정해 새로운 장정으로 선보인다. 비록 과작이기는 하나 빼어난 문학적 성취를 보여준 현기영 소설의 정수를 일목요연하게 맛볼 수 있는 이 전집은 작가의 등단 40주년을 기념하는 동시에 그의 작품을 새롭게 조명하는 것이다. 역사에 대한 깊은 성찰과 인간에 대한 애정이 녹아든 명편들은 여전히 변함없는 감동을 자아내며 작가의 강직하고 사려깊은 문학적 삶은 묵직한 울림으로 다가온다. 첫째권 『순이 삼촌』에는 표제작을 비롯하여 10편의 소설이 실려 있다. 이중에서 오랫동안 금기시했던 ‘4ㆍ3사건’을 최초로 세상에 알린 「순이 삼촌」, ‘그날’의 처절한 현장을 역사적 현재의 수법으로 절실하게 재현해낸 「도령마루의 까마귀」, ‘4ㆍ3사건’의 비극을 과거의 역사가 아니라 현재적 사건으로 부각시킨 「해룡이야기」 등 초기 3부작이 돋보인다. ‘폭도’에 가담한 아버지를 둔 소년의 불안한 심리를 묘사한 등단작 「아버지」 역시 ‘4․3사건’과 맞닿아 있다. 특히 대표작 「순이 삼촌」은 학살 현장에서 기적적으로 살아났으나 환청과 신경쇠약에 시달리다가 결국은 자살하고 마는 ‘순이 삼촌’의 삶을 되짚어가는 과정을 통해 30년 동안 철저하게 은폐된 진실을 생생히 파헤친 문제작으로, 한국 현대사와 문학사에서 길이 남을 작품으로 꼽힐 만하다. 이밖에 지식인의 고뇌와 개인의 무력감을 섬세하게 그린 「아내와 개오동」, 소시민의식을 역설적으로 비판한 「동냥꾼」 등은 작가의 사회의식이 잘 드러나 있으며, 개인의 의식세계를 미학적으로 파헤친 「꽃샘바람」 「초혼굿」 「겨울 앞에서」 등에서는 초기 소설의 경향을 엿볼 수 있다. 조선시대 지배계급의 부정부패를 통렬하게 풍자한 「소드방놀이」는 탁월한 상상력과 상징성으로 오늘의 세태를 정곡으로 찌른다."
연성결 (連城訣) (중국어),JinYong (김용) 저,"""단순한 젊은 농부인 Di Yun은 그의 무술 선생인 Qi Zhangfa와 그의 딸과 함께 같은 무술 문파의 선배 Wan Zhenshan의 생일 파티에 참석하기 위해이 도시로 간다. Di Yun은 감옥에 갇히게 되고 정의를 실현할 길이 없다. 더 나쁜 것은, 그가 사랑하는 사매가 바람을 피우고 그의 라이벌과 결혼하는 것이다. 매우 절망하여 Di Yun은 훌륭한 무술가인 동료 죄수 Ding Dian과 친구가 된다. Di Yun은 감옥에서 탈출 한 후 복수하기 시작한다. Di Yun은 스승과 스승의 선배가 나쁜 사람이라는 사실을 알게되고 인류의 어두운 성격과 욕심에 완전히 환멸을 느낀다. 그리고 모든 싸움을 일으키는 것은 Liancheng Swordplay 매뉴얼에 숨겨져 있는 거대한 보물이라는 것을 알게 된다."""
(요약) 구마검,원작 : 이해조 / 요약 : 북코스모스 저,"""한국 근대소설의 첫 장을 연 대표적인 작가와 작품들을 소개하는「신소설 전집」시리즈. 원전에 충실하면서도 풍부한 주석을 덧붙인 현대문 뒤에 줄거리와 서지사항, 작품 해설, 작가 소개, 작가 연보, 참고문헌을 배치하여 작품에 대한 이해를 돕는다. 부록에는 원전을 담아, 논술을 대비하는 학생부터 전공자까지 편하게 읽고 참고할 수 있도록 했다. '개화기 소설'이라고도 불리는 신소설은 개화파 지식인들이 창조해 낸 새로운 형태의 소설로 제명, 확대된 장면 묘사, 작품 서두의 참신성, 근대적인 사상과 문물의 도입, 풍속의 개량 등 내용과 형식의 측면에서 고대소설과는 다른 면모를 보여준다. 이 전집은 일본 식민주의 담론의 영향에서 벗어나지 못해 친일적인 성향을 드러내고 있는 신소설의 한계를 극복하기 위해 원전과 함께하는 읽기를 시도하고 있다. 제6권에서는 이해조의 신소설『구마검』을 소개한다. 이해조가 '제국신문'에 <고목화>, <빈상설> 등에 이어 연재한 작품으로, 미신 타파라는 계몽 담론을 서사적으로 형상화한 작품이다. 탈마법화의 과정을 그리면서, 합리성을 기반으로 하는 문명개화를 주제로 삼고 있다. 변혁기 한국 사회 풍속에 대한 섬세한 재현이 돋보인다."""
[단편] 묘씨생(猫氏生),황정은 저,"한국문학에서 황정은은 지금 평단과 독자들이 가장 주목하는 젊은 작가 중 하나다. 그는 첫 소설집 『일곱시 삼십이분 코끼리열차』에서 독특한 상상력과 더불어 현실과 환상의 절묘한 결합으로 그 개성을 인정받았고, 첫 장편 『百의 그림자』로 단숨에 한국일보문학상을 수상하며 ‘고도의 윤리성을 바탕으로 새롭고도 완성도 높은 소설미학을 구축했다’는 고평을 받았다. 그의 발표작들은 사회정치적 관심과 소설적 미학이 성공적으로 합치된 사례로 즐겨 거론되며, 편편이 소재와 소설적 관심에서 다양하고 의미 깊은 변화를 보이며 눈 밝은 독자들을 사로잡아왔다. 그런 9편의 단편이 묶인 이번 소설집 『파씨의 입문』은 그가 받는 주목이 합당함을, 나아가 그가 2010년대 한국소설을 이끌어갈 유력한 작가임을 확인해주는 증거다."
[단편] 팽이,최진영 저,"등단 이후 장편소설을 통해 박력있는 서사를 선보이며 독자를 사로잡아온 소설가 최진영의 첫 번째 소설집. 10편의 수록작은 각각 서로 다른 이야기와 분위기를 구축하면서 폭력과 착취가 상존하고 욕망과 불확실성이 넘실거리는 이 세계 속에서 살아가는 약자들에게 정면으로 시선을 던진다. 주제의식이 투철하고 강렬한 인상을 갖추었으면서도 하나같이 탄탄한 구성과 밀도있는 문장이 뒷받침된 빼어난 작품들이다. 「팽이」 야광 팽이를 돌리며 엄마가 집을 나갔다는 이야기를 들려주던, 동생 앞에서 어른처럼 굴려 애쓰는 오빠, 플로리다의 예쁜 집에 살게 되었다며 엽서를 보내온 엄마 ‘루시’, 표 나지 않게 재이의 상대가 되어주는 떠돌이 개에 이르기까지, ‘재이’는 자신을 둘러싼 작은 세계 안에서 조금씩 무언가를 배워나간다."
백두산함,최순조 저,"[본 오디오북은 '요약본'입니다.] <연평해전>에 이은 또 하나의 걸작, 대한민국 역사에서 사라진 한 장면을 되살리다! 전기설계팀장에서 역사소설가로 변신한 그의 이력은 독특했지만, 작가 최순조의 소설은 그 깊이와 구성 면에서 여느 역사소설가에 뒤지지 않는다. 오히려 그 자체로 곧바로 한 편의 영화로 그려질 수 있을 만큼 치밀하고 흥미진진하다. 그래서 그의 소설은 출간과 동시에 곧바로 영화사들의 러브콜이 쏟아진다. 역사적 사실 바탕 위에 그려낸 실제 인물들의 재구성, 치밀한 인터뷰와 자료를 바탕으로 사건을 시종일관 긴장감 있게 펼쳐나가는 그의 능력은 감탄을 자아낸다. 소위 ‘팩션Faction’이라는 장르의 매력이 그의 소설을 통해 극대화되는 것이다. 특히 <백두산함>은 그동안 종종 매체에서 다루어졌을 뿐 실제로 그 중요성과 의미에 대해서 부각되지 않았던 대한민국 최초의 전투함에 대한 이야기를 다루고 있어 화제다. 1950년 6월 25일, 아무도 몰랐던, 하지만 가장 치열했던 한 전투에 대한 이야기인 동시에 이는 대한민국의 해군이 만들어지는 눈물겨운 과정이기도 하다. 최순조 작가는 이 모든 이야기를 신파와 위트를 빠뜨리지 않은 채 생생하게 그려내고 있다. 독립운동가였던 손정도의 장남인 손원일(대한민국 초대 해군참모총장)이 “바다를 지켜야 한다”는 일념 하나로 오롯이 국민의 힘으로 이루어나간 대한민국 해군의 창설 과정은 그의 글을 읽는 모든 이들에게 눈물과 웃음을 자아낸다. 언제나 그랬듯 인간미 넘치는 등장인물, 남자들의 의리와 우정, 그리고 결코 약하지 않았던 여성의 힘……이 고스란히 그의 글 속에 드러난다. <백두산함>은 목숨과도 타협하지 않은 채 지켜나가고자 했던 나라를 위한 그들의 희생과 노력을 보여줌으로써, 오늘을 사는 우리에게 깊은 감동과 깨달음을 안겨준다."
[단편] 블랙아웃(Blackout),편혜영 저,"한국일보문학상, 이효석문학상, 동인문학상 등을 수상하며 평단과 독자들의 열렬한 지지를 받고 있는 작가 편혜영의 네번째 소설집. 개인의 내밀한 고독을 성공적으로 형상화한 8편의 단편은 편혜영 특유의 건조하고 치밀한 문장과 밀도 높은 서사로 축조되어 점점 더 무르익어가는 작가의 필력에 깊은 신뢰를 준다. 각자의 삶을 고독하게 이고 가며 내면의 혼란이 빚어낸 현실과 망상의 경계에 위태로이 서 있는 인물들의 이야기는 깊은 여운을 남기며, 고독의 돌파구를 향해 손길을 내미는 인물들에게서는 미약하지만 멀리서 밝아오는 여명의 기운을 느낄 수 있다. 「블랙아웃(Blackout)」 방재용 벙커를 판매하는 회사의 직원인 ‘조효석’. 어마어마한 가격의 벙커 안에는 재난시 대피하여 생활할 수 있도록 모든 물품이 구비되어 있다. 벙커 안에 비치된 가전제품을 수리하는 일을 하는 조효석은 어느날 느닷없이 들려온 전투기 소음에 큰 불안을 느끼고, 자신이 벙커를 갖고 있지 않다는 사실 때문에 두려움을 느낀다."
