titles,authors,informs
다시 그곳에서,컬툰스토리 저,"교통사고 후, 혼수상태였던 민재는 자신을 깨우는 여자의 목소리에 한 달 만에 의식을 회복한다. 그러나 그는 자신이 왜 병원에 있는지조차 기억하지 못하고. 그런 그를 보며 어머니, 권 여사는 아들이 ‘그 애’에 대한 기억을 떠올릴까봐 전전긍긍한다. 혼란스러워 하던 민재는 자신을 찾아온 간호사에게 뜻밖에 물건을 건네받게 되고 조금씩 잊고 있던 정희수란 여자를 떠올리게 되는데…"
여인의 초상,헨리 제임스 저,"세계대표명작을 엄선하여 줄거리, 주제등을  성우의 목소리로 들려주는 세계 명작  보물창고!  오디오북을 통해 세계 대표명작을 만나 보세요."
[증명된 사실] 지옥구더기의 분류학적 위치에 대하여,이산화 저,"이산화가 이산화임을 스스로 증명하는 압도적 경이로움의 연속! 지금 한국에서 가장 촉망받는 SF 작가 이산화 첫 번째 소설집 과학적 엄밀함으로 철저히 중무장하고 있으면서도, 기독교적 전설은 물론 세계의 신화들을 자유자재로 끌어와 이야기로 엮어내는 우리의 일상에 압도적 경이로움을 주는 소설집! 학위 취득 후 마땅한 일자리를 찾지 못한 물리학 박사 이남민. 주인공 이남민은 구인 사이트를 전전하다 최종 면접까지 합격한 유일한 연구소로 간다. 그런데 문제의 연구소는 깊은 산속에서 ‘영혼과 사후세계’를 연구한다는 곳. 도대체 영혼과 사후세계에 대한 연구에 물리학자가 왜 필요한 걸까? 하지만 연구소는 뜻밖에 을씨년스럽거나 괴상하지도, 귀신의 집 같지도 않은 제대로 된 과학 연구소의 분위기를 풍기는데, 연구소에서 과학자에게 요구하는 일은 사후의 세계를 물리적으로 ‘증명’하라는 것. 보태서 연구소는 신기가 있는, 영혼을 볼 수 있는 소녀를 이남민 박사에게 동료로 붙여주며 영혼에 대한 증명은 끝났으니, 이제 ‘사후 세계의 존재’를 증명하라고 한다. 그리고 각종 측정 장비를 동원해, 영혼이 나타나는 곳들을 찾아 다니며 고군분투하던 이남민 박사는 마침내 결국 누구나 알고 있지만 아무도 생각하지 못했던 방식으로 사후의 세계를 증명해내고 마는데…. 꼼꼼한 논리와 치밀한 구성 끝에, 단 한 문장으로 정리된 결론을 통해 독자들을 경이로움과 충격으로 몰고 가는, 제5회 SF어워드 중단편 부문 우수상 수상작 <증명된 사실>을 비롯해 소설집은 지금 왜 작가 이산화가 한국에서 가장 촉망받는 SF 작가인지를 스스로 증명한다."
비운의 주드 6,토마스 하디 저,"※ KBS 슈퍼탤런트 1기 배우 김시연 전권 완독 ※ 토마스 하디 최후의 대표작으로 비극문학의 정수. 19세기 최고의 문제작으로 신랄한 비판을 받았다. 《비운의 주드》는 기혼 남녀 두 주인공이 각각 자신의 배우자를 버리고 동거하여 아이를 낳는 이야기를 아무런 도덕적 비난 없이 그린다. 위선과 허위의식으로 가득 찬 교육제도와, 남녀간의 애정에 기반하지 않은 형식적인 결혼제도를 비판한 이 작품은 당시 기성세대에게 혹독한 공격을 받았으며, 어느 주교에 의해 분서를 당하는 수난까지 겪었고, 그 충격으로 하디는 소설을 절필하기에 이른다. 하디는 주드의 이야기를 한 청년의 사랑 이야기로 끝내지 않고, 운명에 맞서다 스러진 한 인간의 이야기로 승화시켰다. 전체적인 소설의 분위기는 침울하고 비관적이며, 비극적인 세계관이 작품 전체를 관통한다. 《비운의 주드》는 처절한 그의 짧은 일생을 통하여 사회 구조 속에 도사린 불합리한 체제를 변혁하고자 하는 마음이 작품 속에 깊이 퍼져 있다. 토마스 하디는 이 작품을 통해 영국의 고등교육, 사회계급제도, 결혼제도를 공격했다. 작품 곳곳에 하디의 결혼과 이혼에 대한 개방적인 태도가 엿보인다. 비극적인 남녀 주인공을 통해 당대의 도덕관을 깊이 다루면서 비판하고 있다."
[증명된 사실] 우는 물에서 먹을거리를 잡아 돌아오는 잠수부,이산화 저,"이산화가 이산화임을 스스로 증명하는 압도적 경이로움의 연속! 지금 한국에서 가장 촉망받는 SF 작가 이산화 첫 번째 소설집 과학적 엄밀함으로 철저히 중무장하고 있으면서도, 기독교적 전설은 물론 세계의 신화들을 자유자재로 끌어와 이야기로 엮어내는 우리의 일상에 압도적 경이로움을 주는 소설집! 학위 취득 후 마땅한 일자리를 찾지 못한 물리학 박사 이남민. 주인공 이남민은 구인 사이트를 전전하다 최종 면접까지 합격한 유일한 연구소로 간다. 그런데 문제의 연구소는 깊은 산속에서 ‘영혼과 사후세계’를 연구한다는 곳. 도대체 영혼과 사후세계에 대한 연구에 물리학자가 왜 필요한 걸까? 하지만 연구소는 뜻밖에 을씨년스럽거나 괴상하지도, 귀신의 집 같지도 않은 제대로 된 과학 연구소의 분위기를 풍기는데, 연구소에서 과학자에게 요구하는 일은 사후의 세계를 물리적으로 ‘증명’하라는 것. 보태서 연구소는 신기가 있는, 영혼을 볼 수 있는 소녀를 이남민 박사에게 동료로 붙여주며 영혼에 대한 증명은 끝났으니, 이제 ‘사후 세계의 존재’를 증명하라고 한다. 그리고 각종 측정 장비를 동원해, 영혼이 나타나는 곳들을 찾아 다니며 고군분투하던 이남민 박사는 마침내 결국 누구나 알고 있지만 아무도 생각하지 못했던 방식으로 사후의 세계를 증명해내고 마는데…. 꼼꼼한 논리와 치밀한 구성 끝에, 단 한 문장으로 정리된 결론을 통해 독자들을 경이로움과 충격으로 몰고 가는, 제5회 SF어워드 중단편 부문 우수상 수상작 <증명된 사실>을 비롯해 소설집은 지금 왜 작가 이산화가 한국에서 가장 촉망받는 SF 작가인지를 스스로 증명한다."
[야자나무 도적] 문법학자의 다섯 딸,엘리노어 아너슨 저,"전 세계 페미니즘 SF의 작은 박물관, 28편의 중단편을 엮은 《혁명하는 여자들》 완역판!오늘날 SF 소설계에서 가장 인정받는 편집팀으로서 여러 상을 수상하기도 한 앤 밴더미어와 제프 밴더미어 부부가 선정하고 구성한 뛰어난 페미니즘 SF 선집이다. 1960년대 작품부터 동시대 작품까지 두루 포함하는 이 선집은 페미니즘 담론의 확장을 추구하는 동시에 상상력 넘치는 풍성한 생각거리로 독자들을 이끈다. 제임스 팁트리 주니어에서 은네디 오코라포르까지 새로운 전선으로 사고를 확장하라. 이 책은 SF와 페미니즘의 연관관계를 보여 주는 대담한 사례들을 모았다. 제임스 팁트리 주니어의 <나사파리 구제법>에서, 어슐러 K. 르귄, 조안나 러스, 옥타비어 버틀러로 이어지는 고전부터 은네디 오코라포르의 <야자나무 도적> 같은 풍자적인 작품까지, 이 영역의 작업들이 가지는 강렬한 집중도를 드러낸다. 캐서린 M. 밸런트와 같은 주목받는 작가들과 함께 반다나 싱, 히로미 고토 등 전 세계 작가들의 작품을 포함한 이 선집은 페미니즘의 다양한 목소리들을 담아낸다. 이 책은 동시대 소설과 페미니즘의 두 측면에서 새로운 전선들로 사고를 확장한다. 환상적인 작품에서 미래지향적 작품으로, 신비로운 작품에서 초현실적인 작품으로 옮겨가는 이야기들은 지금 우리가 접할 수 있는 어떤 책과도 다른 페미니즘을 향한 생각들과 감정들을 불러일으킨다. “이 책에 수록된 이야기들은 우리가 원했던 바로 그 일을 해낸다. 진부한 설정들을 찢어발기고, 젠더와 그 함의에 의문을 던지고, 풍자와 유머와 사회적 징후와 규정들에 대한 날카로운 지적 분석을 동반한 의도적 무지를 이용하여 정체성을 들여다본다.” - 마베쉬 무라드, <토르닷컴>"
진주탑의 비밀 - 세계 미스터리 고전문학,고가 사부로 저,"세계 유명 작가들의 미스터리 고전을 엄선하여 소개하는 시리즈의 스물네 번째 작품! 미술공예품 전람회에 출품된 화려한 진주탑. 그러나 어느 틈엔가 가짜와 바꿔치기 당하고 만다. 삼엄한 경비 속에서 사라진 진품의 행방은? 《출판사서평》 추리의 세계는 언제나 흥미진진하다. 공상의 세계 역시 흥미진진하기는 하지만 그것은 현실과 상관없이 펼쳐지기도 한다. 고립된 독방에서도 너른 세상의 수많은 사람들과 다채로운 일들을 떠올리게 해주는 것이 공상이다. 물론 이것도 개인의 경험을 바탕으로 펼쳐지기는 하지만 거기에 논리성 같은 것은 필요 없어서 이 사건이 저 사건과 하나가 되기도 하고 한 사건이 전혀 연관성 없는 다른 세계로 펼쳐지기도 한다. 하지만 추리는 언제나 현실에 기반을 두고 있다. 하나의 사건 속에서 벌어진 일들은 서로가 밀접한 관계를 맺고 있으나 주의해서 잘 관찰하지 않으면 아무런 관계가 없이 벌어진 일처럼 보이기도 한다. 그렇기 때문에 추리에서는 세심한 관찰과 풍부한 지식이 무엇보다 중요한데, 관찰에서 놓치는 부분이 있으면 결론에 이르기까지의 연결고리가 끊어져 결론에 이르지 못하거나 억측을 낳아 전혀 엉뚱한 곳에 다다르게 되고, 풍부한 지식이 없으면 관찰을 통해 밝혀낸 사실들의 참된 의미를 알지 못해 결정적인 사항을 놓치거나 역시 엉뚱한 결론에 다다르게 되기 때문이다. 따라서 추리에는 관찰과 지식, 그리고 논리성이 절대적이다. 이번 시리즈에서는 세계적 명성을 얻은 작가들의 추리소설을 소개하겠다. 그들이 펼쳐 보이는 화려한 추리의 세계를 통해 재미와 함께, 정확한 추리를 위해서는 무엇을 관찰해야 하는지 또 관찰을 통해 얻은 사실은 무엇을 의미하는지 그러한 사실들을 어떻게 논리적으로 연결 지어야 하는지, 그 과정을 배워보기 바란다."
제인 에어,샤롯 브론테 저,"세계대표명작을 엄선하여 줄거리, 주제등을  성우의 목소리로 들려주는 세계 명작  보물창고!  오디오북을 통해 세계 대표명작을 만나 보세요."
비운의 주드 5,토마스 하디 저,"※ KBS 슈퍼탤런트 1기 배우 김시연 전권 완독 ※ 토마스 하디 최후의 대표작으로 비극문학의 정수. 19세기 최고의 문제작으로 신랄한 비판을 받았다. 《비운의 주드》는 기혼 남녀 두 주인공이 각각 자신의 배우자를 버리고 동거하여 아이를 낳는 이야기를 아무런 도덕적 비난 없이 그린다. 위선과 허위의식으로 가득 찬 교육제도와, 남녀간의 애정에 기반하지 않은 형식적인 결혼제도를 비판한 이 작품은 당시 기성세대에게 혹독한 공격을 받았으며, 어느 주교에 의해 분서를 당하는 수난까지 겪었고, 그 충격으로 하디는 소설을 절필하기에 이른다. 하디는 주드의 이야기를 한 청년의 사랑 이야기로 끝내지 않고, 운명에 맞서다 스러진 한 인간의 이야기로 승화시켰다. 전체적인 소설의 분위기는 침울하고 비관적이며, 비극적인 세계관이 작품 전체를 관통한다. 《비운의 주드》는 처절한 그의 짧은 일생을 통하여 사회 구조 속에 도사린 불합리한 체제를 변혁하고자 하는 마음이 작품 속에 깊이 퍼져 있다. 토마스 하디는 이 작품을 통해 영국의 고등교육, 사회계급제도, 결혼제도를 공격했다. 작품 곳곳에 하디의 결혼과 이혼에 대한 개방적인 태도가 엿보인다. 비극적인 남녀 주인공을 통해 당대의 도덕관을 깊이 다루면서 비판하고 있다."
어셔가의 몰락,에드가 앨런 포 저,"세계대표명작을 엄선하여 줄거리, 주제등을  성우의 목소리로 들려주는 세계 명작  보물창고!  오디오북을 통해 세계 대표명작을 만나 보세요."
깨끗하고 불빛 밝은 곳,어니스트 헤밍웨이 저,"세계대표명작을 엄선하여 줄거리, 주제등을  성우의 목소리로 들려주는 세계 명작  보물창고!  오디오북을 통해 세계 대표명작을 만나 보세요."
맥베드,윌리엄 셰익스피어 저,"세계대표명작을 엄선하여 줄거리, 주제등을  성우의 목소리로 들려주는 세계 명작  보물창고!  오디오북을 통해 세계 대표명작을 만나 보세요."
비밀의 정원,프랜시스 버넷 저,"세계대표명작을 엄선하여 줄거리, 주제등을  성우의 목소리로 들려주는 세계 명작  보물창고!  오디오북을 통해 세계 대표명작을 만나 보세요."
[6편 오디오드라마] 초식 남친 각성시키기,마리애비 저,"#질투는작전의기본 #딴남자앞에서웃지마 #베드신직전 막장 실화를 소개하는 <소쓰있>의 오디오드라마 6편. 쇼핑몰을 운영하는 하경님의 사연 남자친구가 수줍음이 많은 편인데, 좀더 적극적이었으면 좋겠어요. 둘만 있을 땐 좋아 죽겠다는 듯이 달려드는데, 여러 사람 앞에서는 손잡는 것도 부끄러워 하거든요. 저보다 나이가 어리고 자기 표현이 서툰 사람이란 걸 알긴 하지만, 그래도 서운해요. 뜨거운 남친이 등장하는 드라마를 듣고 싶어요. 하경의 남친은 어떻게 육식남으로 돌변하게 되었을까요?"
[11편 오디오드라마] 공포의 TV녀,약빤꽃게 저,"#집단상담실화 #질투는약도없다 #잡히면죽는다 실화 기반 이야기 <소쓰있>의 오디오드라마 11편. 파주 이수지님의 사연 대학교 시절 재미로 집단상담에 참여했다가 무서운 언니를 만난 적이 있어요. 제가 남자들한테만 잘 웃고 신경써준다고 사사건건 트집을 잡았는데, 저는 원래 리액션 좋거든요. 한번 제대로 따지고 풀고 나서는 다같이 친해져서 회식을 가게 되었는데, 여기서 일이 터졌어요. 본인이 쏜다고 술과 고기도 엄청 시키고, 술 못 마시는 애 억지로 마시게 해서 취하게 하고, 본인도 많이 취해서 가게 소주잔도 4개나 깨뜨리더니, 나중에 계산할 때 되니까 없어진 거에요!!! 결국 남은 3명이 돈을 내고 가는데, 나중에는 자기만 빼고 먼저 갔다고 저희한테 막 욕을 하는 거에요. 그리고 우리를 가만 안 두겠다며 우리를 찾아서 달려오는데 정말 무서웠습니다. 지금 생각하면 3명이서 한명을 왜 그렇게 무서워 했나 모르겠는데, 그때는 심장이 터질 정도로 겁이 났어요. 한밤의 길거리 도주극은 어떻게 끝났을까요?"
영웅,김광수 저,"무협지 좋아하고, 게임을 좋아하는 대한민국 고등학생의 표준, 장현. 국제 수학 올림피아드의 참가를 위해 중국으로 간 현이는 자금성을 구경하던 중 이상한 빛에 정신을 잃고 쓰러진다. 정신을 차리고 보니 이게 왠일! 현대 중국이 아니라 明나라 라니… 이제 대한민국의 고등학생 장현의 험난한 명나라 체류기가 시작된다."
