titles,authors,informs
의자 고치는 여인,기 드 모파상 저,후작의 저택에 모인 사람들은 사랑을 주제로 얘기를 나누게 되고 그 자리에서 마을 의사는 의자 고치는 여인의 일생과 사랑 얘기를 들려줍니다. 기 드 모파상의 단편
명작 다이제스트-레 미제라블,빅토르 위고 저,"세계 대표작품의 작품 줄거리, 해설"
그 여자의 동거기,최연숙 저,"아침에 일어나 보니 내 옆에 낯선 남자가 있었다. 선우 : (놀라 소리치는)꺄아아악, 도둑이야! 악!! 정우 : (잠결에)뭐야, 당신 누구야!! 선우 : 뭐? 야! 너 뭐야? 너 누군데 내 옆에서~~아아아악 나 몰라 미친 놈? 아니 개뼉다귀 같은 이 변태새끼야? 뭐냐고~~ 서로 전혀 모르는 두 사람은 어느 날 아침 같은 방, 한 침대에서 일어난다. 5년 만에 한국에 귀국해 자신의 아파트에 들어온 정우와 정우의 동생을 통해 아파트에 전세로 들어와 살고 있는 선우. 결국 그들의 원치 않은 동거는 시작된다. 까칠한 남자 서정우! 만만치 않은 여자 유선우! 지난 사랑에 상처받은 이들! 이 둘은 어떻게 사랑에 빠지게 될까? 마이클럽에 연재되어 많은 사랑을 받았던 그 여자의 동거기!"
이호재가 읽는 베르톨트 브레히트의 이단자의 외투,베르톨트 브레히트 저,"이단자의 외투(Der Mantel des Ketzers) 소설의 주인공은 중세 가톨릭교회에 맞서 자신의 철학적 과학적 신념을 지키다가 화형당한 실존 인물, 지오다노 부르노이다. 소설 속 브루노는 이단으로 몰려 종교재판소에 체포되기 직전 외투를 한 벌 맞췄는데 값을 치루지 못했다. 재단사는 외투 값을 포기하지만 고집 센 그의 아내는 위협을 무릅쓰고 직접 교황청을 찾아간다. 작품을 발표한 1939년은 독일에서 나치즘이 창궐하던 시기였다. 브레히트는 사회적 공정함이 사라지고 사상과 학문의 자유를 억압하는 시대를 비판하고자 했다."
전현아가 읽는 하라 다미키의 여름 꽃,하라 다미키 저,"여름 꽃(夏の花) 일본 원폭문학의 대표작으로 손꼽히는 소설이다. 작가 자신이 직접 겪은 피폭 체험을 바탕으로 히로시마에 원폭이 떨어지던 그날의 이야기를 생생하게 들려준다. 원제는 ‘원자폭탄’이었는데, 1947년 발표 당시 연합국사령부의 검열을 의식해 제목을 바꿨다. 처절한 내용을 담고 있지만 문학성이 높은 아름다운 문장을 구가하고 있는 점이 높이 평가받는 작품이다."
단식 광대 (세계환상문학걸작선 제1권),프란츠 카프카 저,"1922년 문예지 ≪디 노이에 룬트샤우(Die Neue Rundschau)≫를 통해 발표됐다. 작가는 자신에게 가장 친근한 주제, 곧 죽음, 예술, 고립, 금욕주의, 영혼의 빈곤, 쓸모없음, 개인의 실패 그리고 인간관계의 타락에 대해 이야기한다. 주인공은 서커스에서 단식으로 인기를 끄는 광대이다. 하지만 인기는 점점 시들어지고 그는 사람들의 무관심 속에 방치된다. 광대는 마지막 단식을 감행한다. 그는 단식을 성공하고 무사히 우리를 빠져나올 수 있을까?"
셰익스피어 이야기,찰스 램 저,"19세기의 뛰어난 수필가이자 문학평론가인 찰스 램이 누이 메리 램과 함께 셰익스피어의 희곡들을 어린 독자들을 위해 산문으로 다시 쓴 책이다. 4대 비극 <햄릿>(Hamlet), <맥베스>(Macbeth), <오셀로>(Othello), <리어 왕>(King Lear)과 함께 여러 이야기를 담았다. 저자 서문에 나와 있듯이 찰스 램이 쓴 비극은 비교적 원전에 충실하려고 노력했고, 메리 램이 쓴 희극은 비교적 자유롭게 각색했다. 셰익스피어의 언어를 살릴 수 있는 곳에서는 최대한 그의 글맛을 살리려 노력했다고도 밝히고 있다. 이 책에는 셰익스피어의 희곡들을 어린 독자들에게 쉬우면서도 원작의 문학적 향기를 그대로 전달하려는 노력이 담겨 있다."
"개미, 내 가여운 개미 : 또 밤이 오면",류소영 저,"<개미, 내 가여운 개미>는 작가 류소영의 두 번째 소설집이다. 두 번째 소설집은 여전히 부적응자의 연장선상에 놓여 있다. 오랜 시간이 말해주듯 작가의 시선과 문장은 더욱 내밀해지고 단단해졌다. 부적응자의 연대는 관계에서 소외받은 희미한 사람들의 서글픈 연대 의식으로 첨예화되었고, 유령 같은 존재들을 호출하는 방식은 그로테스크하고 날카롭게 그려져 있다. 등장하는 모든 인물들은 있는 듯 없는 듯 희미한 유령 같은 존재들이다. 이번에 소개되는 <또 밤이 오면>은 시부모님을 모시고 사는 한 며느리의 이야기이다. 어느 날 시어머니가 말도 없이 가출을 감행하고, 그런 시어머니의 행동에 가족들은, 특히 나(며느리)는 혹시나 하는 마음에 마음을 졸인다. 시어머니는 나 때문에 집을 나가신 것일까?"
홍길동전,허균 저,"“우리나라 최초의 국문 소설” 조선 세종 때 판서의 서자로 태어난 홍길동이 자신에 대한 가족들의 살해 기도를 피해 의적 생활을 하자 나라에서 그의 체포에 나선다. 홍길동이 다양한 도술로 이를 모면하자, 나라에서는 그에게 병조판서 벼슬을 내리고 홍길동은 이를 받아들인다. 홍길동은 후에 조선을 떠나 자연이 아름다운 율도국을 발견하고 그 곳의 왕이 되어 잘 다스렸다는 내용이다. 적서차별을 비롯한 사회적 불평등에 대한 비판적인 문제의식이 돋보이는 작품으로 둔갑술을 비롯한 주인공 홍길동의 다양한 도술이 독자의 흥미를 더한다."
형사 K의 미필적 고의,이춘길 저,이 오디오북은 한국출판문화산업진흥원(KPIPA)의 ‘2021년 오디오북 제작 지원 사업' 선정작입니다. 소설집 『형사 K의 미필적 고의』에는 그동안 여러 지면에 발표한 단편 일곱 작품이 수록돼 있다. 선이 굵으면서도 감정의 결을 섬세하게 유기적으로 직조한 단편소설들은 입체파 미술처럼 강렬하다.
남명렬이 읽는 최인준의 암류,최인준 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪암류≫는 동반자작가 최인준이 1934년 9월부터 12월까지 ≪신동아≫에 연재한 중편소설이다. 아들을 서울로 보내 공부시키려다가 가산을 탕진하고 파멸을 맞는 농촌 가정의 이야기를 통해 절망적인 농촌 현실을 보여준다. ‘암류(暗流)’는 ‘겉으로 드러나지 않는 저변의 흐름’을 뜻하는데, 이 작품에서는 ‘가난’이라는 벗어날 수 없는 운명을 가리킨다."
호텔마마 6 : 그리고 예외는 없다,양수련 저,"영화처럼 숨막히는 추리 스릴러다. 사회에서 루저로 살아가는 나를 받아주는 곳은 호텔마마, 바로 엄마뿐이다. 항상 정성스럽게 아들인 나를 챙겨주는 엄마. 그 행복을 당연하게 여겼다. 끝나지 않을 줄 알았다. 하지만 존재조차 몰랐던 아버지 다른 형이 등장했다. 형은 엄마와 나의 집, 호텔마마에 들어와 제 자리인양 활개를 치고 다닌다. 순식간에 엄마의 마음을 앗아가고 급기야는 당연히 내 것이 되어야 할 공간 ? 호텔마마까지 넘보려 한다. 빼앗길 수 없다. 호텔마마는 나만의 것이다! 현대에 살아가고 있는 우리들이 모델인듯 현실성이 넘치면서도 우리들이 한번씩 꿈꾸었던 욕망을 소유하기 위해 움직이는 작품 속 주인공들을 지켜보다 보면, 어느새 소설의 마지막 페이지에 바쁘게 다다른 당신을 발견할 수 있을 것이다. 《책 속으로》 이틀 후면 드디어 출소다. 도시를 누빌 수 있는 자유의 몸이 된다. 기쁘다는 생각은 바람 한 점 만큼도 들지 않는다. 어둑하고 습한 감방에 갇혀 있던 지난 12년. 내게는 그야말로 미궁이었다. 12년 만에 보게 될 바깥세상은 또 얼마나 달라져 있을까. 두렵기도 하다. 억울한 내 옥살이만큼이나. 내게 왜 이런 일이 생긴 것일까. 생각을 곱씹고 또 곱씹었다. 무려 12년 동안이나. - 호텔마마 1 - 그는 왜 나를 궁지로 몰았을까 中 형은 경찰에 시달리다가 귀가한 나를 맞아주었다. 현관 앞에 서있는 형을 본 체 만 체하고 나는 주방 앞에 섰다. 음식 냄새가 진동했으나 엄마는없었다. 식탁엔 엄마의 음식이 한 상 가득 차려져 있었다. “흉내를 좀 내봤는데 맛은 장담을 못하겠네. 한 집에 살면서 지난 육 개월 동안 너와 내가 밥 한 끼를 제대로 같이한 적이 없더라.” 경찰 심문은 사람의 진을 빼놓는 일이었다. 나는 몹시 허기져 있었다. 허겁지겁 먹어도 시원찮았겠지만 형이 만든 음식에 나는 젓가락도 대지 않았다. 몰래 수면제라도 탔을지 알 수 없었다. “이 집에 형이 더 머무를 이유가 없지. 내 집에서 그만 나가줘.” - 호텔마마 5 - 호텔마마 中 내 집 앞에만 오면 사람들은 고약한 냄새가 난다고 토하듯 비명을 질러댔다. 저들은 오만 인상을 쓰는 것은 물론이요, 손을 코앞에 대고 무례한부채질을 해 댔다. 저들에게 역한 냄새를 조금이라도 날려 보겠다는 심사였다. 그러나 내게는 아무런 냄새도 나지 않는다. 도대체 무슨 냄새가 난다고저리들 호들갑인지. 듣고 있는 나로서는 여간 억울한 일이 아니다. 게다가 무슨 탐정 놀이라도 하는 양 저들이 냄새의 정체를 밝혀내고야 말겠다며 현관에 바짝 코를 들이대고 킁킁거릴 때면 내 인내심도 바닥을 긴다. 이해심이라고는 눈곱만치도 없는 저들. 나는 현관문을 퍼뜩 열고 나가 그들의 뒤통수를 한 대 멋지게 갈겨 주고 싶다는 생각을 한다. - 호텔마마 10 - 현관 앞 방문객 中"
제2대항해시대,금영환 저,"태평양전쟁 때 일본이 만든 차원이동 게이트를 발견한 대한민국은 이 게이트를 통해 발견된 새로운 세계를 '신시'라고 명하고 이 곳을 개척함으로 인해 현세에서 새로운 도약을 이루려 치밀한 계획을 세운다. 하지만 이 계획의 일부가 미국에게 알려지면서 할 수 없이 미국의 도움을 받아 신세계를 개척하던 대한민국은 뜻하지 않은 복병을 만나 게 되는데, 그들은 바로 태평양전쟁 당시 패전을 눈 앞에 두고 이 게이트를 통해 신세계로 빠져나간 일본제국의 후손들이었다. 대한민국은 신세계를 차지하기 위해 신일본제국의 후손들과 치열한 전쟁을 치르게 되는데.."
정수영이 읽는 최정희의 흉가,최정희 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪흉가≫는 1937년 ≪조광≫에 발표된 최정희의 단편소설이다. 신문사 여기자인 주인공이 가난한 가장으로서 겪는 공포와 압박감을 섬세하게 표현했다. 당시 ≪조선일보≫ 기자였던 작가는 사실상 자신의 등단작이라고 밝혔다."
윤성수가 읽는 로베르트 무질의 지빠귀,로베르트 무질 저,"지빠귀 (Die Amsel) 독립적인 세 가지 이야기로 이루어진 작품이다. 주인공인 화자는 친구에게 자신에 관한 세 가지 이야기를 풀어놓는다. 주인공은 직업과 아내, 반복되는 일상의 지루함에서 탈출해 지빠귀의 울음소리를 따라 떠난다. 전쟁에 참전하지만 전쟁의 공포 역시 만성적으로 변한다. 마침내 고향 집으로 돌아온 주인공은 창문 틈새로 날아든 지빠귀를 보며 유년 시절의 기억을 되살린다. 주인공은 지빠귀를 통해 다시 한번 삶의 소중한 느낌들을 상기한다."
다시 들려준 이야기,나다니엘 호손 저,"""이 오디오북은 한국출판문화산업진흥원(KPIPA)의 「2021년 오디오북 제작 지원」사업 선정작입니다."" ♣기획 의도 호손의 매력적 단편들, 처음으로 작가로서의 명성을 안겨주다! 『주홍 글자』나 「큰 바위 얼굴」의 작가로 국내에선 이미 잘 알려진 나다니엘 호손의 단편이 국내에 아직 소개되지 않은 것이 있다는 걸 아는 사람은 많지 않을 것이다. 『주홍 글자』 같은 그의 장편이 존재할 수 있었던 것은 호손을 작가로서 우뚝 세워준 초기 단편들이 있었기 때문이다. 그래서 이번에 책읽는귀족에서는 이 『다시 들려준 이야기』 단편 모음집을 기획하게 되었다. 이 책의 제목인 ‘Twice-Told Tales’는 윌리엄 셰익스피어의 희곡 <존 왕의 삶과 죽음(The Life and Death of King John)>의 3막 4장에 나오는 대사, “인생은 두 번 들려준 이야기처럼 나른한 이의 귀를 거슬리게 하는군(Life is as tedious as a twice-told tale. Vexing the dull ear of a drowsy man)”이라는 대사에서 따온 것이라고 한다. 이 책을 통해 호손은 문단에 알려지게 되었으며, 헨리 워즈워스 롱펠로나 에드가 앨런 포 등으로부터 높은 평가를 받았다. 또 뉴욕의 책 애호가 단체인 글로리어 클럽(Grolier club)은 이 책을 1837년에 가장 영향력이 있는 책으로 선정하기도 했다. ◎ 『다시 들려준 이야기』 본문 맛보기 “여기에는 일곱 분의 현명한 남자들과, 마찬가지로 현명하고 아름다운 아가씨 한 분이 있소이다. 여기 있는 분들은 다들 석류석을 찾겠다는 근사한 목표를 갖고 있을 테지요. 그렇다면 그 거대한 석류석을 운 좋게 얻게 되면 그걸로 무엇을 할 건지 각자 한번 말해 보는 게 어떻겠습니까? 먼저 곰가죽을 뒤집어쓰고 계신 선생부터 말씀해 보시지요. 선생이 크리스털 힐스에서 그 보석을 오랫동안 찾아 헤매고 다녔다는 사실은 하느님도 알고 계실 텐데, 마침내 그 보물을 찾게 된다면 그 얼마나 즐겁고 행복하겠소?” -「호손의 인생 수업 1교시 _ ‘행복’에 대하여 : 거대한 석류석」 중에서 혹시 내가 그녀를 창조해 낸 것은 아니었을까. 마치 아이들이 낯선 형체를 보고 새로운 것을 상상해 내는 것처럼 그녀 역시 나의 상상 속에서 빚어진 산물은 아니었을까. 그랬기에 그 아름다움이 내게 한순간의 감동을 남긴 채 그대로 사라져 버린 걸까. 아니면 그녀는 샘에 사는 물의 정령이거나, 혹은 내 어깨 뒤에서 슬며시 나를 엿보던 요정이나 숲의 여신이었는지도 모른다. 아니면 사랑하는 이에게 버림받은 슬픔으로 샘 속에 뛰어든 불쌍한 아가씨의 유령이었을지도 모를 일이다. -「호손의 인생 수업 3교시 _ ‘사랑’에 대하여 : 샘의 환영」 중에서 사람들과 섞여 사교적인 삶을 살 때의 가장 이로운 점은 다른 사람의 생각에 맞추어 자신의 생각을 스스로 조정하고, 자신의 행위를 이웃들의 행위와 조화시킴으로써 기행을 저지르게 되는 일이 거의 사라진다는 점이다. 피터 골드스웨이트는 그저 창밖을 바라보는 것만으로도 그런 식의 영향을 받게 되었다. 잠시 동안 그는 과연 숨겨진 보물 상자가 존재하기는 한 걸까 하는 의심을 품었으며, 만일 그렇다면 결국 보물이 없다는 사실을 확인하고자 집을 산산조각 내는 것이 과연 현명한 일인지에 대해 의구심을 갖게 되었다 -「호손의 인생 수업 6교시 _ ‘진실’에 대하여 : 피터 골드스웨이트의 보물」 중에서"
박건형이 읽는 레프 톨스토이의 무도회가 끝난 뒤,레프 톨스토이 저,"무도회가 끝난 뒤(После бала) 인간과 사물에 대한 주도면밀한 관찰력이 돋보이는 톨스토이의 후기 작품으로 사후에 발표됐다. 한 인물의 점잖은 겉모습과 숨겨진 폭력성을 충격적으로 대비함으로써 인간의 이중성, 선과 악의 문제를 제기한다. 주인공 이반은 대학생 시절 무도회에서 한 아름다운 여성을 만나 춤을 추고 사랑에 빠진다. 온화한 그녀의 군인 아버지도 만나고 달콤한 미래를 꿈꾸지만 그 꿈은 무도회가 끝난 뒤 산산조각 난다."
